Year,State,Corn_Acres_Planted,Corn_Cash_Receipts,Corn_Production_Bushels,Corn_Production_Dollars,Corn_Yield_Bushels,Soybean_Acres_Planted,Soybean_Cash_Receipts,Soybean_Production_Bushels,Soybean_Production_Dollars,Soybean_Yield_Bushels,Employment_Rural,Personal_Income_Rural,Poverty_Levels,Economic_Indicator_2020,Economic_Indicator_2021,Economic_Indicator_2022,Economic_Indicator_2023,Historical_Economic_2000,Historical_Economic_2001,Historical_Economic_2002,Historical_Economic_2003,Historical_Economic_2004,Historical_Economic_2005,Historical_Economic_2006,Historical_Economic_2007
2023,Iowa,13100000.0,8514991.0,7519936.0,8112349.0,10528233.0,11283961.0,7575564.0,9371371.0,7597694.0,7386469.0,7066245.0,7866810.0,7491386.0,7018798.0,10613190.0,13661316.0,13106282.0,812713,788787,768081,757409,752049,754863,758900,766449
2023,Kansas,5750000.0,3908404.0,3276474.0,3523624.0,5103051.0,4874684.0,3750858.0,4611958.0,3638872.0,3030188.0,3322264.0,3286338.0,3460745.0,3228546.0,5029723.0,6468360.0,5620530.0,804233,780467,770553,764550,768454,771027,769227,772537
2023,Kentucky,1600000.0,9176754.0,7967229.0,8355309.0,11439876.0,13364355.0,10240109.0,8172914.0,8041007.0,8451937.0,7936209.0,8076021.0,8701603.0,8136934.0,11907771.0,15380757.0,14072210.0,808993,791567,775127,766620,772411,782386,788930,794581
2023,Louisiana,700000.0,1712251.0,1785810.0,2513304.0,2211673.0,2419453.0,1979081.0,1961563.0,1865179.0,2073622.0,2039193.0,2293754.0,2392803.0,2907098.0,3550889.0,3926911.0,3349770.0,604361,592672,585394,577865,578758,577570,583052,591945
2023,Maine,28000.0,575695.0,587671.0,600035.0,820465.0,838463.0,751986.0,889888.0,750124.0,764728.0,697700.0,739261.0,826892.0,817024.0,1264511.0,1430632.0,1242010.0,843568,831482,822890,822005,829363,836699,842835,851469
2023,Maryland,480000.0,357307.0,310946.0,331752.0,381846.0,558063.0,570352.0,467645.0,273006.0,296373.0,317977.0,324908.0,318878.0,341544.0,426274.0,498418.0,571094.0,314854,310309,308787,310206,310972,315107,323826,330790
2023,Massachusetts,14000.0,,,,,531584.0,,,,,317977.0,,,,,,,311136,308451,309515,309270,312808,313273,314672,317121
2023,Michigan,2400000.0,168399.0,187745.0,219962.0,233516.0,298191.0,291969.0,276462.0,229687.0,218591.0,222308.0,232072.0,246449.0,313853.0,370532.0,387358.0,341604.0,84346,81876,83407,84346,86288,88392,89648,91035
2023,Minnesota,8600000.0,,,,,531584.0,,,,,317977.0,,,,,,,21133,21619,21975,22416,23310,23812,24314,24941
2023,Mississippi,790000.0,1140043.0,934261.0,1140190.0,1708850.0,1894577.0,1535417.0,1294288.0,1195872.0,1042656.0,965582.0,959662.0,957268.0,896511.0,1530435.0,1911848.0,1739197.0,887686,858761,853673,853492,861606,866352,863988,865309
2023,Missouri,3850000.0,4587681.0,3701792.0,4297762.0,5611506.0,7222520.0,7512305.0,4653818.0,4077371.0,4318137.0,4424605.0,4530277.0,4172188.0,4005139.0,6974794.0,8023472.0,7911555.0,733751,732370,731025,729318,734702,742869,747392,752553
2023,Montana,135000.0,420833.0,414590.0,379446.0,465439.0,749467.0,780898.0,585453.0,352507.0,385925.0,379798.0,348277.0,361941.0,389284.0,512770.0,648697.0,689121.0,773819,754540,750857,740083,742047,751275,768030,771695
2023,Nebraska,9950000.0,1678006.0,1442154.0,1550419.0,1992097.0,1948870.0,1574115.0,2031366.0,1843966.0,1632226.0,1757170.0,1825897.0,1655819.0,1821123.0,2877228.0,3283616.0,3063939.0,776495,758984,754499,754876,764004,777247,787723,791148
2023,Nevada,13000.0,17759.0,14593.0,19242.0,25097.0,33271.0,36650.0,31772.0,23505.0,20573.0,18282.0,17295.0,20357.0,23619.0,32048.0,42690.0,49632.0,340720,344083,346984,351070,360517,371385,382925,395154
2023,New Hampshire,13000.0,5283467.0,5091545.0,5493148.0,8182648.0,8458274.0,7224114.0,6092382.0,5742045.0,5393941.0,5182906.0,5791052.0,6175914.0,6106616.0,8881985.0,10745854.0,8969616.0,437743,436452,430803,428434,429932,431487,434458,440638
2023,New Jersey,74000.0,,,,,531584.0,,,,,317977.0,,,,,,,124166,119107,118080,120930,126665,132918,136378,140628
2023,New Mexico,125000.0,,,,,531584.0,,,,,317977.0,,,,,,,304236,306723,309647,312988,317715,320689,324532,328469
2023,New York,1040000.0,33902.0,30965.0,35925.0,45186.0,61225.0,53282.0,45218.0,38824.0,36214.0,35646.0,37190.0,32993.0,48168.0,62284.0,56096.0,42591.0,0,0,0,0,0,0,0,0
2023,North Carolina,950000.0,41055.0,43888.0,44969.0,50738.0,52066.0,39901.0,36012.0,33166.0,27024.0,21065.0,24155.0,26164.0,30969.0,36093.0,37107.0,39744.0,307701,308071,311811,319326,324167,329150,333889,340818
2023,North Dakota,4050000.0,293254.0,315026.0,341591.0,450320.0,506253.0,460886.0,402332.0,332582.0,288364.0,252455.0,313001.0,344528.0,367769.0,512875.0,536583.0,473240.0,682826,667109,665534,665026,669479,672705,675223,684377
2023,Ohio,3600000.0,381402.0,311541.0,355288.0,431105.0,648496.0,566407.0,501386.0,377139.0,467824.0,480831.0,472459.0,396494.0,487186.0,736174.0,762945.0,756932.0,949322,930049,922229,918098,932231,945167,958411,975829
2023,Oklahoma,390000.0,993100.0,830692.0,708352.0,1122104.0,1638057.0,1765753.0,1298479.0,876972.0,1176960.0,1256444.0,1343113.0,1294311.0,1088075.0,1471804.0,2077006.0,2071839.0,224248,225704,221159,218831,221447,223725,225833,230139
2023,Oregon,95000.0,1912665.0,1633791.0,1919116.0,2447383.0,3008454.0,2736438.0,2261659.0,1989210.0,1751630.0,1682700.0,2063744.0,1988845.0,1643407.0,2882387.0,3706931.0,3208287.0,1216492,1197873,1186330,1181506,1187066,1191699,1196723,1200296
2023,Other States,0.0,132136.0,132500.0,149147.0,129081.0,145781.0,188450.0,187726.0,142740.0,130025.0,122153.0,133783.0,146295.0,173053.0,210566.0,206834.0,220619.0,650324,652076,642277,638134,644248,660849,676229,696118
2023,Pennsylvania,1040000.0,23217.0,24256.0,32107.0,50450.0,72994.0,53269.0,33139.0,26507.0,25579.0,33443.0,33402.0,36633.0,61557.0,84588.0,82795.0,77949.0,336340,326448,327454,330498,337196,343069,347981,352340
2023,Rhode Island,2000.0,455781.0,373870.0,574676.0,523314.0,790605.0,649883.0,565737.0,496980.0,543631.0,402633.0,455891.0,552719.0,486952.0,678031.0,902616.0,494798.0,715267,713054,703678,700522,704298,712617,718515,726712
2023,South Carolina,365000.0,,,,,531584.0,,,,,317977.0,,,,,,,0,0,0,0,0,0,0,0
2023,South Dakota,6300000.0,110510.0,111920.0,157828.0,143080.0,212457.0,231134.0,171653.0,111341.0,127801.0,168656.0,188390.0,172922.0,193912.0,251671.0,279794.0,275555.0,341869,331597,324947,320299,321459,323790,326288,329282
2023,Tennessee,940000.0,2152772.0,2090949.0,1946581.0,2953579.0,3416284.0,2839923.0,2813518.0,2350969.0,2303065.0,2194401.0,2292020.0,2118493.0,1937441.0,3487080.0,4225160.0,3896595.0,273269,271336,267606,265701,270052,274501,278748,283482
2023,Texas,2500000.0,276289.0,283078.0,271829.0,417527.0,531584.0,572550.0,487044.0,397055.0,416410.0,382038.0,366392.0,457373.0,515644.0,851226.0,690369.0,646802.0,681542,662455,658265,661715,675395,681813,687257,691393
2023,Utah,75000.0,1201812.0,1020539.0,1242857.0,816308.0,1477859.0,1170787.0,1308204.0,1067346.0,1170850.0,1010355.0,1029645.0,1102881.0,901148.0,1486278.0,1154451.0,1374919.0,1393382,1386702,1374309,1377384,1386070,1414887,1437864,1483222
2023,Vermont,89000.0,11449.0,12868.0,14506.0,24264.0,36040.0,33281.0,24387.0,15395.0,14550.0,15771.0,14760.0,15574.0,18542.0,20824.0,17313.0,20818.0,140579,140357,141666,142796,148292,156499,166007,175333
2023,Virginia,495000.0,,,,,531584.0,,,,,317977.0,,,,,,,258924,259673,261944,262005,266036,269137,271933,273756
2023,Washington,160000.0,122492.0,140161.0,128722.0,141970.0,232275.0,214512.0,219084.0,167288.0,179052.0,170521.0,181183.0,188199.0,219087.0,270293.0,324394.0,320492.0,510136,494545,489952,487717,491053,497677,498549,503601
2023,West Virginia,44000.0,91669.0,88622.0,113986.0,131455.0,153044.0,131068.0,115858.0,96314.0,77790.0,84211.0,77085.0,76448.0,80109.0,94146.0,112541.0,119701.0,317101,309760,312901,315784,321031,328050,334327,341723
2023,Wisconsin,4000000.0,10815.0,12203.0,12767.0,15080.0,22998.0,24475.0,21512.0,17637.0,17882.0,17111.0,18549.0,20060.0,22480.0,22467.0,29148.0,27626.0,289989,288870,288171,286649,288992,293164,297608,300715
2023,Wyoming,85000.0,1230223.0,943999.0,1353168.0,2100897.0,2287737.0,1816705.0,1378247.0,1343143.0,1305917.0,1308075.0,1465229.0,1364148.0,1204139.0,2058133.0,2499986.0,2383219.0,824752,816471,817572,822788,837440,847263,853992,859789
2022,Alabama,300000.0,20056.0,25390.0,26435.0,36567.0,55729.0,45230.0,32175.0,28336.0,30541.0,30377.0,34932.0,35485.0,27111.0,37257.0,59806.0,60223.0,227520,232834,234760,235432,239959,247826,260718,274629
