Year,State,Value
2010,NEW YORK,152669000
2010,NORTH CAROLINA,483600000
2010,NORTH DAKOTA,1508342000
2010,OHIO,2533680000
2010,OKLAHOMA,135375000
2010,PENNSYLVANIA,251559000
2010,SOUTH CAROLINA,123487000
2010,SOUTH DAKOTA,1714788000
2010,TENNESSEE,485181000
2010,TEXAS,57720000
2010,VIRGINIA,168480000
2010,WEST VIRGINIA,6480000
2010,WISCONSIN,889002000
2009,ALABAMA,172000000
2009,ARKANSAS,1184558000
2009,DELAWARE,73786000
2009,FLORIDA,12274000
2009,GEORGIA,155232000
2009,ILLINOIS,4214980000
2009,INDIANA,2612288000
2009,IOWA,4627006000
2009,KANSAS,1523547000
2009,KENTUCKY,674784000
2009,LOUISIANA,354136000
2009,MARYLAND,189525000
2009,MICHIGAN,759384000
2009,MINNESOTA,2674272000
2009,MISSISSIPPI,712774000
2009,MISSOURI,2215586000
2009,NEBRASKA,2459302000
2009,NEW JERSEY,34238000
2009,NEW YORK,99390000
2009,NORTH CAROLINA,570605000
2009,NORTH DAKOTA,1075086000
2009,OHIO,2170867000
2009,OKLAHOMA,113646000
2009,PENNSYLVANIA,192418000
2009,SOUTH CAROLINA,131509000
2009,SOUTH DAKOTA,1615496000
2009,TENNESSEE,670599000
2009,TEXAS,44816000
2009,VIRGINIA,198246000
2009,WEST VIRGINIA,7478000
2009,WISCONSIN,623376000
2008,ALABAMA,126175000
2008,ARKANSAS,1190540000
2008,DELAWARE,49895000
2008,FLORIDA,9367000
2008,GEORGIA,122218000
2008,ILLINOIS,4372128000
2008,INDIANA,2492370000
2008,IOWA,4586481000
2008,KANSAS,1129148000
2008,KENTUCKY,476100000
2008,LOUISIANA,298452000
2008,MARYLAND,133860000
2008,MICHIGAN,686713000
2008,MINNESOTA,2675086000
2008,MISSISSIPPI,728336000
2008,MISSOURI,1861704000
2008,NEBRASKA,2212442000
2008,NEW JERSEY,26325000
2008,NEW YORK,107079000
2008,NORTH CAROLINA,514176000
2008,NORTH DAKOTA,1022269000
2008,OHIO,1661184000
2008,OKLAHOMA,81900000
2008,PENNSYLVANIA,175440000
2008,SOUTH CAROLINA,152640000
2008,SOUTH DAKOTA,1332086000
2008,TENNESSEE,469098000
2008,TEXAS,46463000
2008,VIRGINIA,165984000
2008,WEST VIRGINIA,7196000
2008,WISCONSIN,545370000
2007,ALABAMA,44289000
2007,ARKANSAS,915710000
2007,DELAWARE,46345000
2007,FLORIDA,2563000
2007,GEORGIA,101745000
2007,ILLINOIS,3745872000
2007,INDIANA,2247468000
2007,IOWA,4711980000
2007,KANSAS,869913000
2007,KENTUCKY,305525000
2007,LOUISIANA,217494000
2007,MARYLAND,120120000
2007,MICHIGAN,693804000
2007,MINNESOTA,2726715000
2007,MISSISSIPPI,487555000
2007,MISSOURI,1768763000
2007,NEBRASKA,1947792000
2007,NEW JERSEY,25048000
2007,NEW YORK,88670000
2007,NORTH CAROLINA,306636000
2007,NORTH DAKOTA,1046107000
2007,OHIO,1978850000
2007,OKLAHOMA,46800000
2007,PENNSYLVANIA,188641000
2007,SOUTH CAROLINA,88726000
2007,SOUTH DAKOTA,1306368000
2007,TENNESSEE,197657000
2007,TEXAS,35880000
2007,VIRGINIA,156750000
2007,WEST VIRGINIA,5221000
2007,WISCONSIN,549399000
2006,ALABAMA,20550000
2006,ARKANSAS,688755000
2006,DELAWARE,36802000
2006,FLORIDA,844000
2006,GEORGIA,23975000
2006,ILLINOIS,3222432000
2006,INDIANA,1854520000
2006,IOWA,3356129000
2006,KANSAS,627827000
2006,KENTUCKY,402670000
2006,LOUISIANA,179626000
2006,MARYLAND,101184000
2006,MICHIGAN,573956000
2006,MINNESOTA,2019633000
2006,MISSISSIPPI,267267000
2006,MISSOURI,1256345000
2006,NEBRASKA,1515525000
2006,NEW JERSEY,18813000
2006,NEW YORK,56379000
2006,NORTH CAROLINA,276352000
2006,NORTH DAKOTA,728992000
2006,OHIO,1402724000
2006,OKLAHOMA,23209000
2006,PENNSYLVANIA,106250000
2006,SOUTH CAROLINA,76908000
2006,SOUTH DAKOTA,789327000
2006,TENNESSEE,277641000
2006,TEXAS,20088000
2006,VIRGINIA,103397000
2006,WEST VIRGINIA,4301000
2006,WISCONSIN,435846000
2005,ALABAMA,28471000
2005,ARKANSAS,603840000
2005,DELAWARE,26736000
2005,FLORIDA,1382000
2005,GEORGIA,25025000
2005,ILLINOIS,2531088000
2005,INDIANA,1523724000
2005,IOWA,2908500000
2005,KANSAS,574703000
2005,KENTUCKY,312455000
2005,LOUISIANA,172533000
2005,MARYLAND,88369000
2005,MICHIGAN,439004000
2005,MINNESOTA,1710982000
2005,MISSISSIPPI,343567000
2005,MISSOURI,1030069000
2005,NEBRASKA,1306082000
2005,NEW JERSEY,14396000
2005,NEW YORK,41059000
2005,NORTH CAROLINA,222329000
2005,NORTH DAKOTA,568415000
2005,OHIO,1157184000
2005,OKLAHOMA,43219000
2005,PENNSYLVANIA,96432000
2005,SOUTH CAROLINA,47786000
2005,SOUTH DAKOTA,726303000
2005,TENNESSEE,239514000
2005,TEXAS,32591000
2005,VIRGINIA,86019000
2005,WEST VIRGINIA,3267000
2005,WISCONSIN,392093000
2004,ALABAMA,41563000
2004,ARKANSAS,722358000
2004,DELAWARE,47736000
2004,FLORIDA,3237000
2004,GEORGIA,47709000
2004,ILLINOIS,2890800000
2004,INDIANA,1609025000
2004,IOWA,2864736000
2004,KANSAS,598883000
2004,KENTUCKY,335764000
2004,LOUISIANA,205494000
2004,MARYLAND,113875000
2004,MICHIGAN,430373000
2004,MINNESOTA,1372635000
2004,MISSISSIPPI,381300000
2004,MISSOURI,1254384000
2004,NEBRASKA,1210490000
2004,NEW JERSEY,23577000
2004,NEW YORK,36223000
2004,NORTH CAROLINA,283560000
2004,NORTH DAKOTA,472133000
2004,OHIO,1192428000
2004,OKLAHOMA,49590000
2004,PENNSYLVANIA,106157000
2004,SOUTH CAROLINA,80136000
2004,SOUTH DAKOTA,781646000
2004,TENNESSEE,269960000
2004,TEXAS,50544000
2004,VIRGINIA,109964000
2004,WEST VIRGINIA,4422000
2004,WISCONSIN,304808000
2003,ALABAMA,41760000
2003,ARKANSAS,791094000
2003,DELAWARE,49021000
2003,FLORIDA,2484000
2003,GEORGIA,45716000
2003,ILLINOIS,2850946000
2003,INDIANA,1565140000
2003,IOWA,2640138000
2003,KANSAS,438067000
2003,KENTUCKY,399156000
2003,LOUISIANA,171088000
2003,MARYLAND,121712000
2003,MICHIGAN,399493000
2003,MINNESOTA,1730784000
2003,MISSISSIPPI,368640000
2003,MISSOURI,1098108000
2003,NEBRASKA,1279395000
2003,NEW JERSEY,21991000
2003,NEW YORK,37674000
2003,NORTH CAROLINA,306180000
2003,NORTH DAKOTA,585539000
2003,OHIO,1186416000
2003,OKLAHOMA,47138000
2003,PENNSYLVANIA,112699000
2003,SOUTH CAROLINA,89376000
2003,SOUTH DAKOTA,803880000
2003,TENNESSEE,331632000
2003,TEXAS,37555000
2003,VIRGINIA,125174000
2003,WEST VIRGINIA,4637000
2003,WISCONSIN,332464000
2002,ALABAMA,20646000
2002,ARKANSAS,545112000
2002,DELAWARE,26363000
2002,FLORIDA,1589000
2002,GEORGIA,17549000
2002,ILLINOIS,2567659000
2002,INDIANA,1328975000
2002,IOWA,2765568000
2002,KANSAS,320726000
2002,KENTUCKY,244352000
2002,LOUISIANA,116582000
2002,MARYLAND,61617000
2002,MICHIGAN,441395000
2002,MINNESOTA,1673967000
2002,MISSISSIPPI,241997000
2002,MISSOURI,941800000
2002,NEBRASKA,957472000
2002,NEW JERSEY,12571000
2002,NEW YORK,26957000
2002,NORTH CAROLINA,174305000
2002,NORTH DAKOTA,461723000
2002,OHIO,844314000
2002,OKLAHOMA,37180000
2002,PENNSYLVANIA,59826000
2002,SOUTH CAROLINA,39508000
2002,SOUTH DAKOTA,675791000
2002,TENNESSEE,197904000
2002,TEXAS,29274000
2002,VIRGINIA,58613000
2002,WEST VIRGINIA,3548000
2002,WISCONSIN,357808000
2001,ALABAMA,21735000
2001,ARKANSAS,398544000
2001,DELAWARE,33316000
2001,FLORIDA,1096000
2001,GEORGIA,17531000
2001,ILLINOIS,2174445000
2001,INDIANA,1210682000
2001,IOWA,2090088000
2001,KANSAS,363418000
2001,KENTUCKY,218136000
2001,LOUISIANA,88371000
2001,MARYLAND,84357000
2001,MICHIGAN,285633000
2001,MINNESOTA,1150848000
2001,MISSISSIPPI,162254000
2001,MISSOURI,804384000
2001,NEBRASKA,934161000
2001,NEW JERSEY,12994000
2001,NEW YORK,23724000
2001,NORTH CAROLINA,185328000
2001,NORTH DAKOTA,286274000
2001,OHIO,837499000
2001,OKLAHOMA,20834000
2001,PENNSYLVANIA,58895000
2001,SOUTH CAROLINA,39249000
2001,SOUTH DAKOTA,590755000
2001,TENNESSEE,157706000
2001,TEXAS,26910000
2001,VIRGINIA,73272000
2001,WEST VIRGINIA,2910000
2001,WISCONSIN,250368000
2000,ALABAMA,13680000
2000,ARKANSAS,379937000
2000,DELAWARE,41216000
2000,FLORIDA,1268000
2000,GEORGIA,14885000
2000,ILLINOIS,2124276000
2000,INDIANA,1162089000
2000,IOWA,2085964000
2000,KANSAS,225000000
2000,KENTUCKY,213080000
2000,LOUISIANA,99144000
2000,MARYLAND,99653000
2000,MICHIGAN,331783000
2000,MINNESOTA,1283997000
2000,MISSISSIPPI,163720000
2000,MISSOURI,796250000
2000,NEBRASKA,771894000
2000,NEW JERSEY,17052000
2000,NEW YORK,19820000
2000,NORTH CAROLINA,199342000
2000,NORTH DAKOTA,250416000
2000,OHIO,863402000
2000,OKLAHOMA,18488000
2000,PENNSYLVANIA,72345000
2000,SOUTH CAROLINA,48375000
2000,SOUTH DAKOTA,653097000
2000,TENNESSEE,134838000
2000,TEXAS,30888000
2000,VIRGINIA,80388000
2000,WEST VIRGINIA,3285000
2000,WISCONSIN,267000000
