Year,State,Value
2017,ALABAMA,158550000
2017,ARIZONA,28392000
2017,ARKANSAS,396341000
2017,CALIFORNIA,56112000
2017,COLORADO,626483000
2017,DELAWARE,129922000
2017,FLORIDA,26628000
2017,GEORGIA,186710000
2017,IDAHO,98282000
2017,ILLINOIS,7505240000
2017,INDIANA,3332160000
2017,IOWA,8625198000
2017,KANSAS,2251392000
2017,KENTUCKY,801320000
2017,LOUISIANA,335395000
2017,MARYLAND,290405000
2017,MICHIGAN,1039765000
2017,MINNESOTA,4707100000
2017,MISSISSIPPI,347760000
2017,MISSOURI,1884025000
2017,MONTANA,15516000
2017,NEBRASKA,5639055000
2017,NEW JERSEY,43838000
2017,NEW MEXICO,22472000
2017,NEW YORK,317806000
2017,NORTH CAROLINA,505747000
2017,NORTH DAKOTA,1364869000
2017,OHIO,2012756000
2017,OKLAHOMA,137964000
2017,OREGON,35260000
2017,PENNSYLVANIA,573224000
2017,SOUTH CAROLINA,194480000
2017,SOUTH DAKOTA,2276094000
2017,TENNESSEE,431006000
2017,TEXAS,1160320000
2017,UTAH,13939000
2017,VIRGINIA,188496000
2017,WASHINGTON,72900000
2017,WEST VIRGINIA,19813000
2017,WISCONSIN,1682406000
2017,WYOMING,32713000
2016,ALABAMA,137214000
2016,ARIZONA,50848000
2016,ARKANSAS,470088000
2016,CALIFORNIA,86765000
2016,COLORADO,548192000
2016,DELAWARE,114029000
2016,FLORIDA,22794000
2016,GEORGIA,217668000
2016,IDAHO,83472000
2016,ILLINOIS,7736880000
2016,INDIANA,3435105000
2016,IOWA,9043650000
2016,KANSAS,2235648000
2016,KENTUCKY,832524000
2016,LOUISIANA,335775000
2016,MARYLAND,246240000
2016,MICHIGAN,1101763000
2016,MINNESOTA,4956240000
2016,MISSISSIPPI,447005000
2016,MISSOURI,1939700000
2016,MONTANA,22825000
2016,NEBRASKA,5643668000
2016,NEW JERSEY,40151000
2016,NEW MEXICO,24170000
2016,NEW YORK,286767000
2016,NORTH CAROLINA,493528000
2016,NORTH DAKOTA,1555147000
2016,OHIO,1894167000
2016,OKLAHOMA,143567000
2016,OREGON,38123000
2016,PENNSYLVANIA,495102000
2016,SOUTH CAROLINA,164021000
2016,SOUTH DAKOTA,2552124000
2016,TENNESSEE,458708000
2016,TEXAS,1201484000
2016,UTAH,19640000
2016,VIRGINIA,201280000
2016,WASHINGTON,94082000
2016,WEST VIRGINIA,19793000
2016,WISCONSIN,1879965000
2016,WYOMING,34385000
2015,ALABAMA,134696000
2015,ARIZONA,37649000
2015,ARKANSAS,331040000
2015,CALIFORNIA,41354000
2015,COLORADO,497781000
2015,DELAWARE,122173000
2015,FLORIDA,26790000
2015,GEORGIA,190067000
2015,IDAHO,68248000
2015,ILLINOIS,7426125000
2015,INDIANA,3222240000
2015,IOWA,8819712000
2015,KANSAS,2140790000
2015,KENTUCKY,874242000
2015,LOUISIANA,266760000
2015,MARYLAND,241802000
2015,MICHIGAN,1217284000
2015,MINNESOTA,4815056000
2015,MISSISSIPPI,343858000
2015,MISSOURI,1613858000
2015,MONTANA,22055000
2015,NEBRASKA,6043118000
2015,NEW JERSEY,40748000
2015,NEW MEXICO,32976000
2015,NEW YORK,338324000
2015,NORTH CAROLINA,356357000
2015,NORTH DAKOTA,1074790000
2015,OHIO,1940254000
2015,OKLAHOMA,141952000
2015,OREGON,22560000
2015,PENNSYLVANIA,548575000
2015,SOUTH CAROLINA,98171000
2015,SOUTH DAKOTA,2639241000
2015,TENNESSEE,457856000
2015,TEXAS,1116990000
2015,UTAH,13764000
2015,VIRGINIA,195615000
2015,WASHINGTON,69338000
2015,WEST VIRGINIA,20461000
2015,WISCONSIN,1702320000
2015,WYOMING,32271000
2014,ALABAMA,169931000
2014,ARIZONA,31517000
2014,ARKANSAS,409324000
2014,CALIFORNIA,75397000
2014,COLORADO,582467000
2014,DELAWARE,128688000
2014,FLORIDA,19710000
2014,GEORGIA,219759000
2014,IDAHO,66560000
2014,ILLINOIS,8718500000
2014,INDIANA,4067850000
2014,IOWA,8783054000
2014,KANSAS,2140236000
2014,KENTUCKY,890204000
2014,LOUISIANA,296186000
2014,MARYLAND,285198000
2014,MICHIGAN,1298707000
2014,MINNESOTA,4216524000
2014,MISSISSIPPI,380434000
2014,MISSOURI,2225527000
2014,MONTANA,28275000
2014,NEBRASKA,6039729000
2014,NEW JERSEY,47131000
2014,NEW MEXICO,40716000
2014,NEW YORK,413630000
2014,NORTH CAROLINA,431402000
2014,NORTH DAKOTA,1047825000
2014,OHIO,2315174000
2014,OKLAHOMA,175209000
2014,OREGON,32975000
2014,PENNSYLVANIA,618618000
2014,SOUTH CAROLINA,127764000
2014,SOUTH DAKOTA,2629782000
2014,TENNESSEE,537667000
2014,TEXAS,1301778000
2014,UTAH,18502000
2014,VIRGINIA,197925000
2014,WASHINGTON,115885000
2014,WEST VIRGINIA,20651000
2014,WISCONSIN,1780537000
2014,WYOMING,31464000
2013,ALABAMA,204249000
2013,ARIZONA,53169000
2013,ARKANSAS,828518000
2013,CALIFORNIA,183245000
2013,COLORADO,591832000
2013,DELAWARE,142687000
2013,FLORIDA,46787000
2013,GEORGIA,420709000
2013,IDAHO,102202000
2013,ILLINOIS,9493808000
2013,INDIANA,4612638000
2013,IOWA,9609498000
2013,KANSAS,2262960000
2013,KENTUCKY,1135277000
2013,LOUISIANA,591141000
2013,MARYLAND,321182000
2013,MICHIGAN,1444817000
2013,MINNESOTA,5565318000
2013,MISSISSIPPI,737704000
2013,MISSOURI,1988864000
2013,MONTANA,36829000
2013,NEBRASKA,7214357000
2013,NEW JERSEY,51819000
2013,NEW MEXICO,37400000
2013,NEW YORK,427276000
2013,NORTH CAROLINA,605715000
2013,NORTH DAKOTA,1548360000
2013,OHIO,2869852000
2013,OKLAHOMA,228796000
2013,OREGON,36818000
2013,PENNSYLVANIA,711356000
2013,SOUTH CAROLINA,201814000
2013,SOUTH DAKOTA,3251421000
2013,TENNESSEE,615373000
2013,TEXAS,1363128000
2013,UTAH,28827000
2013,VIRGINIA,266112000
2013,WASHINGTON,119422000
2013,WEST VIRGINIA,24872000
2013,WISCONSIN,1924353000
2013,WYOMING,34717000
2012,ALABAMA,207574000
2012,ARIZONA,48922000
2012,ARKANSAS,842465000
2012,CALIFORNIA,216432000
2012,COLORADO,921504000
2012,DELAWARE,181427000
2012,FLORIDA,34500000
2012,GEORGIA,440820000
2012,IDAHO,186908000
2012,ILLINOIS,8836538000
2012,INDIANA,4316093000
2012,IOWA,12988148000
2012,KANSAS,2641760000
2012,KENTUCKY,724118000
2012,LOUISIANA,632661000
2012,MARYLAND,387411000
2012,MICHIGAN,2101730000
2012,MINNESOTA,9167582000
2012,MISSISSIPPI,910355000
2012,MISSOURI,1816650000
2012,MONTANA,44990000
2012,NEBRASKA,8851570000
2012,NEW JERSEY,75095000
2012,NEW MEXICO,53363000
2012,NEW YORK,617794000
2012,NORTH CAROLINA,717631000
2012,NORTH DAKOTA,2726895000
2012,OHIO,3105420000
2012,OKLAHOMA,228448000
2012,OREGON,74194000
2012,PENNSYLVANIA,944510000
2012,SOUTH CAROLINA,283650000
2012,SOUTH DAKOTA,3597216000
2012,TENNESSEE,594048000
2012,TEXAS,1423644000
2012,UTAH,43096000
2012,VIRGINIA,263165000
2012,WASHINGTON,165410000
2012,WEST VIRGINIA,32256000
2012,WISCONSIN,2649240000
2012,WYOMING,60066000
2011,ALABAMA,180120000
2011,ARIZONA,42239000
2011,ARKANSAS,459716000
2011,CALIFORNIA,174032000
2011,COLORADO,1063335000
2011,DELAWARE,163964000
2011,FLORIDA,22823000
2011,GEORGIA,313389000
2011,IDAHO,157853000
2011,ILLINOIS,12118438000
2011,INDIANA,5297245000
2011,IOWA,14609680000
2011,KANSAS,2822232000
2011,KENTUCKY,1138410000
2011,LOUISIANA,469395000
2011,MARYLAND,306726000
2011,MICHIGAN,2057330000
2011,MINNESOTA,7268415000
2011,MISSISSIPPI,582131000
2011,MISSOURI,2225280000
2011,MONTANA,29581000
2011,NEBRASKA,9384960000
2011,NEW JERSEY,67748000
2011,NEW MEXICO,51435000
2011,NEW YORK,568974000
2011,NORTH CAROLINA,481958000
2011,NORTH DAKOTA,1256703000
2011,OHIO,3153024000
2011,OKLAHOMA,108726000
2011,OREGON,76207000
2011,PENNSYLVANIA,751248000
2011,SOUTH CAROLINA,141570000
2011,SOUTH DAKOTA,3940002000
2011,TENNESSEE,631630000
2011,TEXAS,884220000
2011,UTAH,34292000
2011,VIRGINIA,263990000
2011,WASHINGTON,174938000
2011,WEST VIRGINIA,22971000
2011,WISCONSIN,3097892000
2011,WYOMING,56420000
2010,ALABAMA,145763000
2010,ARIZONA,26796000
2010,ARKANSAS,259350000
2010,CALIFORNIA,175565000
2010,COLORADO,909896000
2010,DELAWARE,122474000
2010,FLORIDA,12808000
2010,GEORGIA,212832000
2010,IDAHO,110143000
2010,ILLINOIS,10201232000
2010,INDIANA,4831455000
2010,IOWA,11261498000
2010,KANSAS,2854170000
2010,KENTUCKY,785478000
2010,LOUISIANA,343000000
2010,MARYLAND,275759000
2010,MICHIGAN,1739724000
2010,MINNESOTA,6473421000
2010,MISSISSIPPI,398194000
2010,MISSOURI,1974150000
2010,MONTANA,27540000
2010,NEBRASKA,7477719000
2010,NEW JERSEY,48969000
2010,NEW MEXICO,59756000
2010,NEW YORK,553833000
2010,NORTH CAROLINA,395959000
2010,NORTH DAKOTA,1243282000
2010,OHIO,2851440000
2010,OKLAHOMA,202803000
2010,OREGON,45144000
2010,PENNSYLVANIA,712858000
2010,SOUTH CAROLINA,154489000
2010,SOUTH DAKOTA,2899773000
2010,TENNESSEE,354931000
2010,TEXAS,1398758000
2010,UTAH,23541000
2010,VIRGINIA,115066000
2010,WASHINGTON,155800000
2010,WEST VIRGINIA,15008000
2010,WISCONSIN,2646594000
2010,WYOMING,32657000
2009,ALABAMA,105030000
2009,ARIZONA,14490000
2009,ARKANSAS,229977000
2009,CALIFORNIA,123264000
2009,COLORADO,557410000
2009,DELAWARE,89813000
2009,FLORIDA,14356000
2009,GEORGIA,212380000
2009,IDAHO,62604000
2009,ILLINOIS,7247796000
2009,INDIANA,3417196000
2009,IOWA,8642207000
2009,KANSAS,2088067000
2009,KENTUCKY,709665000
2009,LOUISIANA,285846000
2009,MARYLAND,228629000
2009,MICHIGAN,1091900000
2009,MINNESOTA,4317027000
2009,MISSISSIPPI,330931000
2009,MISSOURI,1599401000
2009,MONTANA,16717000
2009,NEBRASKA,5671257000
2009,NEW JERSEY,37337000
2009,NEW MEXICO,39140000
2009,NEW YORK,320515000
2009,NORTH CAROLINA,365040000
2009,NORTH DAKOTA,636318000
2009,OHIO,1906137000
2009,OKLAHOMA,124656000
2009,OREGON,28346000
2009,PENNSYLVANIA,501658000
2009,SOUTH CAROLINA,137107000
2009,SOUTH DAKOTA,2282576000
2009,TENNESSEE,318718000
2009,TEXAS,974590000
2009,UTAH,11526000
2009,VIRGINIA,158222000
2009,WASHINGTON,103619000
2009,WEST VIRGINIA,13495000
2009,WISCONSIN,1600395000
2009,WYOMING,25578000
2008,ALABAMA,128554000
2008,ARIZONA,14355000
2008,ARKANSAS,288891000
2008,CALIFORNIA,158126000
2008,COLORADO,572852000
2008,DELAWARE,86830000
2008,FLORIDA,17325000
2008,GEORGIA,195300000
2008,IDAHO,58752000
2008,ILLINOIS,8541701000
2008,INDIANA,3581760000
2008,IOWA,8974080000
2008,KANSAS,1989095000
2008,KENTUCKY,664115000
2008,LOUISIANA,326808000
2008,MARYLAND,213928000
2008,MICHIGAN,1134029000
2008,MINNESOTA,4572288000
2008,MISSISSIPPI,453740000
2008,MISSOURI,1568376000
2008,MONTANA,16226000
2008,NEBRASKA,5644283000
2008,NEW JERSEY,35624000
2008,NEW MEXICO,53928000
2008,NEW YORK,398131000
2008,NORTH CAROLINA,317873000
2008,NORTH DAKOTA,1066648000
2008,OHIO,1720711000
2008,OKLAHOMA,156992000
2008,OREGON,26705000
2008,PENNSYLVANIA,486886000
2008,SOUTH CAROLINA,91089000
2008,SOUTH DAKOTA,2212056000
2008,TENNESSEE,336760000
2008,TEXAS,1154583000
2008,UTAH,15888000
2008,VIRGINIA,165607000
2008,WASHINGTON,84132000
2008,WEST VIRGINIA,14669000
2008,WISCONSIN,1534838000
2008,WYOMING,29614000
2007,ALABAMA,99154000
2007,ARIZONA,20472000
2007,ARKANSAS,378898000
2007,CALIFORNIA,148002000
2007,COLORADO,587664000
2007,DELAWARE,87179000
2007,FLORIDA,12600000
2007,GEORGIA,257175000
2007,IDAHO,88536000
2007,ILLINOIS,9340538000
2007,INDIANA,4306502000
2007,IOWA,10196901000
2007,KANSAS,2097379000
2007,KENTUCKY,710093000
2007,LOUISIANA,452162000
2007,MARYLAND,217918000
2007,MICHIGAN,1257773000
2007,MINNESOTA,4733393000
2007,MISSISSIPPI,495622000
2007,MISSOURI,1909026000
2007,MONTANA,25323000
2007,NEBRASKA,6094080000
2007,NEW JERSEY,47281000
2007,NEW MEXICO,50544000
2007,NEW YORK,355520000
2007,NORTH CAROLINA,404000000
2007,NORTH DAKOTA,1106756000
2007,OHIO,2323035000
2007,OKLAHOMA,159341000
2007,OREGON,30520000
2007,PENNSYLVANIA,554131000
2007,SOUTH CAROLINA,139253000
2007,SOUTH DAKOTA,2260474000
2007,TENNESSEE,318212000
2007,TEXAS,1268286000
2007,UTAH,13794000
2007,VIRGINIA,152904000
2007,WASHINGTON,108675000
2007,WEST VIRGINIA,13786000
2007,WISCONSIN,1819908000
2007,WYOMING,24149000
2006,ALABAMA,34571000
2006,ARIZONA,13372000
2006,ARKANSAS,71744000
2006,CALIFORNIA,60803000
2006,COLORADO,405163000
2006,DELAWARE,84275000
2006,FLORIDA,6888000
2006,GEORGIA,74250000
2006,IDAHO,42985000
2006,ILLINOIS,5579572000
2006,INDIANA,2677572000
2006,IOWA,6211803000
2006,KANSAS,1062600000
2006,KENTUCKY,482851000
2006,LOUISIANA,113680000
2006,MARYLAND,202895000
2006,MICHIGAN,888615000
2006,MINNESOTA,3187237000
2006,MISSISSIPPI,98761000
2006,MISSOURI,1110596000
2006,MONTANA,10328000
2006,NEBRASKA,3534000000
2006,NEW JERSEY,27823000
2006,NEW MEXICO,30803000
2006,NEW YORK,211766000
2006,NORTH CAROLINA,295970000
2006,NORTH DAKOTA,430458000
2006,OHIO,1449571000
2006,OKLAHOMA,73227000
2006,OREGON,16913000
2006,PENNSYLVANIA,414605000
2006,SOUTH CAROLINA,95062000
2006,SOUTH DAKOTA,899539000
2006,TENNESSEE,183125000
2006,TEXAS,561440000
2006,UTAH,8781000
2006,VIRGINIA,127098000
2006,WASHINGTON,58590000
2006,WEST VIRGINIA,11138000
2006,WISCONSIN,1217216000
2006,WYOMING,15325000
2005,ALABAMA,59500000
2005,ARIZONA,13642000
2005,ARKANSAS,64780000
2005,CALIFORNIA,60372000
2005,COLORADO,313538000
2005,DELAWARE,49550000
2005,FLORIDA,5264000
2005,GEORGIA,64768000
2005,IDAHO,27336000
2005,ILLINOIS,3554408000
2005,INDIANA,1777160000
2005,IOWA,4195250000
2005,KANSAS,964103000
2005,KENTUCKY,344230000
2005,LOUISIANA,100980000
2005,MARYLAND,118260000
2005,MICHIGAN,540368000
2005,MINNESOTA,2216934000
2005,MISSISSIPPI,102098000
2005,MISSOURI,669230000
2005,MONTANA,6391000
2005,NEBRASKA,2439360000
2005,NEW JERSEY,16036000
2005,NEW MEXICO,25025000
2005,NEW YORK,130622000
2005,NORTH CAROLINA,195720000
2005,NORTH DAKOTA,278640000
2005,OHIO,920205000
2005,OKLAHOMA,68713000
2005,OREGON,10360000
2005,PENNSYLVANIA,269376000
2005,SOUTH CAROLINA,71153000
2005,SOUTH DAKOTA,841390000
2005,TENNESSEE,160115000
2005,TEXAS,520923000
2005,UTAH,5418000
2005,VIRGINIA,90907000
2005,WASHINGTON,46084000
2005,WEST VIRGINIA,6623000
2005,WISCONSIN,832648000
2005,WYOMING,16807000
2004,ALABAMA,59483000
2004,ARIZONA,14726000
2004,ARKANSAS,102053000
2004,CALIFORNIA,69563000
2004,COLORADO,313092000
2004,DELAWARE,50931000
2004,FLORIDA,6624000
2004,GEORGIA,78848000
2004,IDAHO,37013000
2004,ILLINOIS,4468320000
2004,INDIANA,1848790000
2004,IOWA,4466356000
2004,KANSAS,915840000
2004,KENTUCKY,388147000
2004,LOUISIANA,135608000
2004,MARYLAND,141104000
2004,MICHIGAN,506842000
2004,MINNESOTA,2174643000
2004,MISSISSIPPI,142204000
2004,MISSOURI,947117000
2004,MONTANA,5191000
2004,NEBRASKA,2665794000
2004,NEW JERSEY,22651000
2004,NEW MEXICO,25056000
2004,NEW YORK,144570000
2004,NORTH CAROLINA,211255000
2004,NORTH DAKOTA,227010000
2004,OHIO,1002415000
2004,OKLAHOMA,75900000
2004,OREGON,13090000
2004,PENNSYLVANIA,308700000
2004,SOUTH CAROLINA,67850000
2004,SOUTH DAKOTA,981890000
2004,TENNESSEE,186837000
2004,TEXAS,607152000
2004,UTAH,4762000
2004,VIRGINIA,113274000
2004,WASHINGTON,62370000
2004,WEST VIRGINIA,8358000
2004,WISCONSIN,760240000
2004,WYOMING,16244000
2003,ALABAMA,54705000
2003,ARIZONA,13710000
2003,ARKANSAS,116130000
2003,CALIFORNIA,64960000
2003,COLORADO,299174000
2003,DELAWARE,57188000
2003,FLORIDA,8155000
2003,GEORGIA,89523000
2003,IDAHO,20580000
2003,ILLINOIS,4385524000
2003,INDIANA,1990958000
2003,IOWA,4427871000
2003,KANSAS,753000000
2003,KENTUCKY,374339000
2003,LOUISIANA,160800000
2003,MARYLAND,142717000
2003,MICHIGAN,615821000
2003,MINNESOTA,2281615000
2003,MISSISSIPPI,160717000
2003,MISSOURI,743904000
2003,MONTANA,6307000
2003,NEBRASKA,2686838000
2003,NEW JERSEY,19369000
2003,NEW MEXICO,25574000
2003,NEW YORK,150137000
2003,NORTH CAROLINA,193174000
2003,NORTH DAKOTA,310565000
2003,OHIO,1173354000
2003,OKLAHOMA,61750000
2003,OREGON,15708000
2003,PENNSYLVANIA,302956000
2003,SOUTH CAROLINA,60953000
2003,SOUTH DAKOTA,974358000
2003,TENNESSEE,192491000
2003,TEXAS,504273000
2003,UTAH,6025000
2003,VIRGINIA,97532000
2003,WASHINGTON,40950000
2003,WEST VIRGINIA,8446000
2003,WISCONSIN,863978000
2003,WYOMING,16125000
2002,ALABAMA,43085000
2002,ARIZONA,16265000
2002,ARKANSAS,83033000
2002,CALIFORNIA,69615000
2002,COLORADO,273240000
2002,DELAWARE,39980000
2002,FLORIDA,9235000
2002,GEORGIA,86130000
2002,IDAHO,20297000
2002,ILLINOIS,3458025000
2002,INDIANA,1522204000
2002,IOWA,4288041000
2002,KANSAS,747968000
2002,KENTUCKY,287102000
2002,LOUISIANA,156816000
2002,MARYLAND,89633000
2002,MICHIGAN,547560000
2002,MINNESOTA,2261585000
2002,MISSISSIPPI,148188000
2002,MISSOURI,694575000
2002,MONTANA,4459000
2002,NEBRASKA,2182656000
2002,NEW JERSEY,11828000
2002,NEW MEXICO,24353000
2002,NEW YORK,128059000
2002,NORTH CAROLINA,163112000
2002,NORTH DAKOTA,245009000
2002,OHIO,655538000
2002,OKLAHOMA,60515000
2002,OREGON,9216000
2002,PENNSYLVANIA,169646000
2002,SOUTH CAROLINA,32994000
2002,SOUTH DAKOTA,669988000
2002,TENNESSEE,168397000
2002,TEXAS,519834000
2002,UTAH,7225000
2002,VIRGINIA,60333000
2002,WASHINGTON,37772000
2002,WEST VIRGINIA,8978000
2002,WISCONSIN,869130000
2002,WYOMING,10829000
2001,ALABAMA,37718000
2001,ARIZONA,16249000
2001,ARKANSAS,54187000
2001,CALIFORNIA,66640000
2001,COLORADO,319074000
2001,DELAWARE,50852000
2001,FLORIDA,5090000
2001,GEORGIA,68394000
2001,IDAHO,17820000
2001,ILLINOIS,3364368000
2001,INDIANA,1751350000
2001,IOWA,3162360000
2001,KANSAS,786321000
2001,KENTUCKY,324896000
2001,LOUISIANA,99959000
2001,MARYLAND,121557000
2001,MICHIGAN,393015000
2001,MINNESOTA,1531400000
2001,MISSISSIPPI,99600000
2001,MISSOURI,677768000
2001,MONTANA,3636000
2001,NEBRASKA,2210145000
2001,NEW JERSEY,15449000
2001,NEW MEXICO,19872000
2001,NEW YORK,142317000
